internalTaxonId,scientificName,name,genusName,speciesName,speciesAuthor,infraType,infrarankAuthor
158193,Phyllanthus maderaspatensis,Diasperus maderaspatensis (L.) Kuntze,Diasperus,maderaspatensis,(L.) Kuntze,,
158193,Phyllanthus maderaspatensis,Nellica maderaspatana Raf.,Nellica,maderaspatana,Raf.,,
164022,Leersia hexandra,Oryza  australis A.Braun. ex Schweinf.,Oryza ,australis,A.Braun. ex Schweinf.,,
164022,Leersia hexandra,Oryza hexandra (Sw.) Döll,Oryza,hexandra,(Sw.) Döll,,
164022,Leersia hexandra,Leersia mauritanica Salzm. ex Trin.,Leersia,mauritanica,Salzm. ex Trin.,,
164064,Phalaris arundinacea,Baldingera  arundinacea (L.) Dumort.,Baldingera ,arundinacea,(L.) Dumort.,,
164064,Phalaris arundinacea,Phalaroides arundinacea (L.) Rauschert,Phalaroides,arundinacea,(L.) Rauschert,,
164064,Phalaris arundinacea,Typhoides arundinacea (L.) Moench,Typhoides,arundinacea,(L.) Moench,,
164064,Phalaris arundinacea,Digraphis arundinacea (L.) Trin.,Digraphis,arundinacea,(L.) Trin.,,
164156,Alopecurus aequalis,Alopecurus fulvus Sm.,Alopecurus,fulvus,Sm.,,
164156,Alopecurus aequalis,Alopecurus aristulatus Michx.,Alopecurus,aristulatus,Michx.,,
164156,Alopecurus aequalis,Alopecurus geniculatus L. subsp. fulvus (Sm.) Trab.,Alopecurus,geniculatus,L.,subspecies (plantae),(Sm.) Trab.
164156,Alopecurus aequalis,Alopecurus  aequalis Sobol. subsp. aristulatus  (Michx.) Tzvelev,Alopecurus ,aequalis,Sobol.,subspecies (plantae),(Michx.) Tzvelev
164330,Fimbristylis squarrosa,Scirpus squarrosus (Vahl) Poir.,Scirpus,squarrosus,(Vahl) Poir.,,
164340,Arundo donax,Arundo scriptoria L.,Arundo,scriptoria,L.,,
164340,Arundo donax,Donax sativa (Lam.) C.Presl,Donax,sativa,(Lam.) C.Presl,,
164340,Arundo donax,Donax arundinaceus P. Beauv.,Donax,arundinaceus,P. Beauv.,,
164340,Arundo donax,Aira bengalensis (Retz.) J.F.Gmel.,Aira,bengalensis,(Retz.) J.F.Gmel.,,
164340,Arundo donax,Arundo aegyptiaca E.Vilm.,Arundo,aegyptiaca,E.Vilm.,,
164340,Arundo donax,Arundo bengalensis Retz.,Arundo,bengalensis,Retz.,,
164340,Arundo donax,Arundo bifaria Retz.,Arundo,bifaria,Retz.,,
164340,Arundo donax,Arundo coleotricha (Hack.) Honda,Arundo,coleotricha,(Hack.) Honda,,
164340,Arundo donax,Arundo glauca Bubani,Arundo,glauca,Bubani,,
164340,Arundo donax,"Arundo  hellenica  Danin, Raus & H.Scholz",Arundo ,hellenica ,"Danin, Raus & H.Scholz",,
164340,Arundo donax,Arundo latifolia Salisb.,Arundo,latifolia,Salisb.,,
164340,Arundo donax,Arundo sativa Lam.,Arundo,sativa,Lam.,,
164340,Arundo donax,Arundo scriptoria L.,Arundo,scriptoria,L.,,
164340,Arundo donax,Arundo triflora Roxb.,Arundo,triflora,Roxb.,,
164340,Arundo donax,Arundo versicolor Mill.,Arundo,versicolor,Mill.,,
164340,Arundo donax,Cynodon donax (L.) Raspail,Cynodon,donax,(L.) Raspail,,
164340,Arundo donax,Donax arundinaceus P.Beauv.,Donax,arundinaceus,P.Beauv.,,
164340,Arundo donax,Donax bengalensis (Retz.) P.Beauv.,Donax,bengalensis,(Retz.) P.Beauv.,,
164340,Arundo donax,Donax donax (L.) Asch. & Graebn.,Donax,donax,(L.) Asch. & Graebn. ,,
164340,Arundo donax,Donax sativus C.Presl,Donax,sativus,C.Presl,,
164340,Arundo donax,Donax versicolor (Mill.) P.Beauv.,Donax,versicolor,(Mill.) P.Beauv.,,
164340,Arundo donax,Scolochloa arundinacea (P.Beauv.) Mert. & W.D.J.Koch,Scolochloa,arundinacea,(P.Beauv.) Mert. & W.D.J.Koch,,
164340,Arundo donax,Scolochloa donax (L.) Gaudin,Scolochloa,donax,(L.) Gaudin,,
164340,Arundo donax,Arundo bambusifolia Hook.f.,Arundo,bambusifolia,Hook.f.,,
164348,Pycreus flavidus,Cyperus bubanii Debeaux,Cyperus,bubanii,Debeaux,,
164348,Pycreus flavidus,Cyperus flavidus Retz.,Cyperus,flavidus,Retz.,,
164348,Pycreus flavidus,Cyperus globosus All.,Cyperus,globosus,All.,,
164411,Persicaria lapathifolia,Polygonum lapathifolium L.,Polygonum,lapathifolium,L.,,
164411,Persicaria lapathifolia,Persicaria lapathifolia (L.) Gray,Persicaria,lapathifolia,(L.) Gray,,
164411,Persicaria lapathifolia,Polygonum nodosum Pers.,Polygonum,nodosum,Pers.,,
164411,Persicaria lapathifolia,Polygonum tomentosum Schrank,Polygonum,tomentosum,Schrank,,
168958,Schoenoplectiella articulata,Schoenoplectus articulatus (L.) Palla,Schoenoplectus,articulatus,(L.) Palla,,
168958,Schoenoplectiella articulata,Scirpus articulatus L.,Scirpus,articulatus,L.,,
168972,Melochia corchorifolia,Visenia corchorifolia (L.) Spreng.,Visenia,corchorifolia,(L.) Spreng.,,
168972,Melochia corchorifolia,Riedlea corchorifolia (L.) DC.,Riedlea,corchorifolia,(L.) DC.,,
168972,Melochia corchorifolia,Riedlea supina (L.) DC.,Riedlea,supina,(L.) DC.,,
168972,Melochia corchorifolia,Melochia truncata Willd.,Melochia,truncata,Willd.,,
168980,Ludwigia adscendens,Jussiaea adscendens L.,Jussiaea,adscendens,L.,,
169037,Cyperus exaltatus,Cyperus immensus C.B.Clarke,Cyperus,immensus,C.B.Clarke,,
169077,Eleocharis dulcis,Andropogon dulcis Burm.f.,Andropogon,dulcis,Burm.f.,,
169077,Eleocharis dulcis,Eleocharis  plantaginea (Retz.) Roem. & Schult.,Eleocharis ,plantaginea,(Retz.) Roem. & Schult.,,
170450,Vigna luteola,Dolichos luteolus Jacq.,Dolichos,luteolus,Jacq.,,
170450,Vigna luteola,Dolichos niloticus Delile,Dolichos,niloticus,Delile,,
170450,Vigna luteola,Dolichos repens L.,Dolichos,repens,L.,,
170450,Vigna luteola,Vigna glabra Savi,Vigna,glabra,Savi,,
170450,Vigna luteola,Vigna repens (L.) Kuntze,Vigna,repens,(L.) Kuntze,,
170450,Vigna luteola,Vigna nilotica (Delile) Hook.f.,Vigna,nilotica,(Delile) Hook.f.,,
170452,Vigna marina,Phaseolus marinus Burm.,Phaseolus,marinus,Burm.,,
170452,Vigna marina,Dolichos luteus Sw.,Dolichos,luteus,Sw.,,
170452,Vigna marina,Scytalis retusa E.Mey.,Scytalis,retusa,E.Mey.,,
170452,Vigna marina,Vigna lutea (Sw.) A.Gray,Vigna,lutea,(Sw.) A.Gray,,
170452,Vigna marina,Vigna retusa (E.Mey.) Walp.,Vigna,retusa,(E.Mey.) Walp.,,
175246,Schoenoplectus tabernaemontani,Schoenoplectus validus (Vahl) A.Love & D.Love,Schoenoplectus,validus,(Vahl) A.Love & D.Love,,
194166,Thelypteris confluens,Pteris confluens Thunb.,Pteris,confluens,Thunb.,,
30534,Pherosphaera fitzgeraldii,Dacrydium fitzgeraldii F.Muell.,Dacrydium,fitzgeraldii,F.Muell.,,
30534,Pherosphaera fitzgeraldii,Microstrobos fitzgeraldii (F.Muell.) J.Garden & L.A.S.Johnson,Microstrobos,fitzgeraldii,(F.Muell.) J.Garden & L.A.S.Johnson,,
32310,Intsia bijuga,Afzelia bijuga (Colebr.) A.Gray,Afzelia,bijuga,(Colebr.) A.Gray,,
32310,Intsia bijuga,Macrolobium bijugum Colebr.,Macrolobium,bijugum,Colebr.,,
32310,Intsia bijuga,Outes bijuga (Colebr.) DC.,Outes,bijuga,(Colebr.) DC.,,
33714,Wrightia laevis,Wrightia tinctoria R.Br. ssp. laevis (Hook.f.) Pichon,Wrightia,tinctoria,R.Br.,subspecies,(Hook.f.) Pichon
33714,Wrightia laevis,Wrightia millgar F.M.Bailey,Wrightia,millgar,F.M.Bailey,,
33714,Wrightia laevis,Wrightia hainanensis Merr.,Wrightia,hainanensis,Merr.,,
33714,Wrightia laevis,Wrightia balansae Pit.,Wrightia,balansae,Pit.,,
33714,Wrightia laevis,Wrightia macrocarpa Pit.,Wrightia,macrocarpa,Pit.,,
33714,Wrightia laevis,Wrightia sorsogonensis Elmer,Wrightia,sorsogonensis,Elmer,,
33714,Wrightia laevis,Wrightia hainanensis Merr. ssp. variabilis Tsiang,Wrightia,hainanensis,Merr.,subspecies,Tsiang
33714,Wrightia laevis,Wrightia hainanensis Merr. ssp. chingii Tsiang,Wrightia,hainanensis,Merr.,subspecies,Tsiang
33714,Wrightia laevis,Wrightia laevis Hook.f. ssp. novoguineensis Ngan,Wrightia,laevis,Hook.f.,subspecies,Ngan
34070,Callitris acuminata,Actinostrobus acuminatus Parl.,Actinostrobus,acuminatus,Parl.,,
34071,Callitris pyramidalis,Actinistrobus pyramidalis Miq. in Lehm.,Actinistrobus,pyramidalis,Miq. in Lehm.,,
34073,Callitris drummondii,Frenela drummondii Parl.,Frenela,drummondii,Parl.,,
34075,Callitris roei,Frenela roei Endl.,Frenela,roei,Endl.,,
34107,Prumnopitys ladei,Poocarpus ladei F.M.Bailey,Poocarpus,ladei,F.M.Bailey,,
34153,Lagarostrobos franklinii,Dacrydium franklinii Hook.f.,Dacrydium,franklinii,Hook.f.,,
41979,Bowenia serrulata,Bowenia spectabilis Hook. ex Hook.f. var. serrata F.M Bailey,Bowenia,spectabilis,Hook. ex Hook.f.,variety,F.M Bailey
41979,Bowenia serrulata,Bowenia spectabilis Hook. ex Hook.f. var. serrulata W. Bull,Bowenia,spectabilis,Hook. ex Hook.f.,variety,W. Bull
16437966,Agathis robusta,Agathis spathulata de Laub.,Agathis,spathulata,de Laub.,,
16437966,Agathis robusta,Dammara robusta C.Moore ex F.Muell.,Dammara,robusta,C.Moore ex F.Muell.,,
42201,Callitris arenaria,Actinostrobus arenarius C.A.Gardner,Actinostrobus,arenarius,C.A.Gardner,,
42202,Callitris endlicheri,Frenela endlicheri Parl.,Frenela,endlicheri,Parl.,,
42203,Callitris macleayana,Octoclinis macleayana F.Muell.,Octoclinis,macleayana,F.Muell.,,
42204,Callitris muelleri,Frenela muelleri Parl.,Frenela,muelleri,Parl.,,
42205,Callitris canescens,Frenela canescens Parl.,Frenela,canescens,Parl.,,
42207,Callitris preissii,Callitris tuberculata R.Br. ex R.T. Baker & H.G.Smith,Callitris,tuberculata,R.Br. ex R.T. Baker & H.G.Smith,,
42207,Callitris preissii,Callitris gracilis R.T.Baker ssp. murrayensis (J.Garden) K.D.Hill,Callitris,gracilis,R.T.Baker,subspecies,(J.Garden) K.D.Hill
42209,Callitris verrucosa,Frenela verrucosa A.Cunn. ex Endl.,Frenela,verrucosa,A.Cunn. ex Endl.,,
42266,Phyllocladus aspleniifolius,Podocarpus aspleniifolius Labill.,Podocarpus,aspleniifolius,Labill.,,
42511,Podocarpus lawrencei,Podocarpus lawrencei Hook.f. ssp. errinundraensis Silba,Podocarpus,lawrencei,Hook.f.,subspecies,Silba
42511,Podocarpus lawrencei,Podocarpus alpinus R.Br. ex Hook.f.,Podocarpus,alpinus,R.Br. ex Hook.f.,,
42531,Podocarpus spinulosus,Taxus spinulosa Sm.,Taxus,spinulosa,Sm.,,
42544,Sundacarpus amarus,Podocarpus amarus Blume,Podocarpus,amarus,Blume,,
44049,Pherosphaera hookeriana,Microstrobos niphophilus J.Garden & L.A.S.Johnson,Microstrobos,niphophilus,J.Garden & L.A.S.Johnson,,
44049,Pherosphaera hookeriana,Pherosphaera niphophila (J.Garden & LA.S.Johnson) Florin,Pherosphaera,niphophila,(J.Garden & LA.S.Johnson) Florin,,
44049,Pherosphaera hookeriana,Dacyridium hookerianum (W.Archer) Eichler,Dacyridium,hookerianum,(W.Archer) Eichler,,
163984,Juncus articulatus,Juncus lamprocarpus Ehrh.,Juncus,lamprocarpus,Ehrh.,,
168629,Typha orientalis,Typha muelleri Rohrb.,Typha,muelleri,Rohrb.,,
168629,Typha orientalis,Typha latifolia Linnaeus var. orientalis (C. Presl) Rohrbach,Typha,latifolia Linnaeus var. orientalis,(C. Presl) Rohrbach,,
168813,Hemisteptia lyrata,Cirsium lyratum Bunge,Cirsium,lyratum,Bunge,,
168872,Monochoria vaginalis,Pontederia vaginalis Burm.f.,Pontederia,vaginalis,Burm.f.,,
168987,Isoetes coromandelina,Isoetes dixitii Shende.,Isoetes,dixitii,Shende.,,
168987,Isoetes coromandelina,Isoetes mahadevensis G.K.Srivast.,Isoetes,mahadevensis,G.K.Srivast.,,
168987,Isoetes coromandelina,Isoetes coromandelina L.f. var. raipurensis Unni,Isoetes,coromandelina,L.f.,variety,Unni
168987,Isoetes coromandelina,Isoetes indica Pant & Srivastava,Isoetes,indica,Pant & Srivastava,,
168987,Isoetes coromandelina,Isoetes mirzapurensis Panigr. & Dixit,Isoetes,mirzapurensis,Panigr. & Dixit,,
168987,Isoetes coromandelina,Isoetes bilaspurensis Panigr.,Isoetes,bilaspurensis,Panigr.,,
168987,Isoetes coromandelina,Calamaria coromandelina (L.f.) Kuntze,Calamaria,coromandelina,(L.f.) Kuntze,,
168987,Isoetes coromandelina,Isoetes rajasthanensis Gena & Bhardwaja,Isoetes,rajasthanensis,Gena & Bhardwaja,,
168987,Isoetes coromandelina,Isoetes tuberculata Gena & Bhardwaja,Isoetes,tuberculata,Gena & Bhardwaja,,
168987,Isoetes coromandelina,Isoetes coromandelina L.f. ssp. brachyglossa (A.Braun) Panigr.,Isoetes,coromandelina,L.f.,subspecies,(A.Braun) Panigr.
168987,Isoetes coromandelina,Isoetes sampathkumarnii L.N.Rao,Isoetes,sampathkumarnii,L.N.Rao,,
168987,Isoetes coromandelina,Isoetes unilocularis Smith,Isoetes,unilocularis,Smith,,
168987,Isoetes coromandelina,Isoetes pantii Goswami & Arya,Isoetes,pantii,Goswami & Arya,,
168987,Isoetes coromandelina,Isoetes capsularis Griffith,Isoetes,capsularis,Griffith,,
168987,Isoetes coromandelina,Isoetes reticulata Gena & Bhardwaja,Isoetes,reticulata,Gena & Bhardwaja,,
168987,Isoetes coromandelina,Isoetes brachyglossa A.Braun,Isoetes,brachyglossa,A.Braun,,
168987,Isoetes coromandelina,Isoetes sahyadriensis Mahabale,Isoetes,sahyadriensis,Mahabale,,
168987,Isoetes coromandelina,Isoetes panchananii Pant & Srivast.,Isoetes,panchananii,Pant & Srivast.,,
168987,Isoetes coromandelina,"Isoetes panchganiensis G.K.Srivast., D.D.Pant & P.K.Shukla var. kemangundiensis G.K.Srivast., D.D.Pant & P.K.Shukla",Isoetes,panchganiensis,"G.K.Srivast., D.D.Pant & P.K.Shukla",variety,"G.K.Srivast., D.D.Pant & P.K.Shukla"
168987,Isoetes coromandelina,"Isoetes panchganiensis G.K.Srivast., D.D.Pant & P.K.Shukla",Isoetes,panchganiensis,"G.K.Srivast., D.D.Pant & P.K.Shukla",,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. genuina Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,Hegelm.
168991,Landoltia punctata,Lemna pusilla (Hegelm.) Daubs,Lemna,pusilla,(Hegelm.) Daubs,,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. melanorrhiza (F.Muell. ex Kurz) Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,(F.Muell. ex Kurz) Hegelm.
168991,Landoltia punctata,Lemna melanorrhiza F.Muell.,Lemna,melanorrhiza,F.Muell.,,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. javanica Bauer ex Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,Bauer ex Hegelm.
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. pusilla Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,Hegelm.
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,,
168991,Landoltia punctata,Lemna oligorrhiza Kurz,Lemna,oligorrhiza,Kurz,,
168991,Landoltia punctata,Spirodela oligorrhiza (Kurz) Hegelm. ssp. pleiorrhiza (F.Muell. ex Kurz) Hegelm.,Spirodela,oligorrhiza,(Kurz) Hegelm.,subspecies,(F.Muell. ex Kurz) Hegelm.
168991,Landoltia punctata,Lemna punctata G.Mey.,Lemna,punctata,G.Mey.,,
169004,Actinoscirpus grossus,Scirpus grossus L.F.,Scirpus,grossus,L.F.,,
169011,Hydrocharis dubia,Pontederia dubia Blume,Pontederia,dubia,Blume,,
169011,Hydrocharis dubia,Hydrocharis asiatica Miq.,Hydrocharis,asiatica,Miq.,,
169015,Halophila ovalis,Halophila mikii J. Kuo,Halophila,mikii,J. Kuo,,
169015,Halophila ovalis,Halophila gaudichaudii J. Kuo,Halophila,gaudichaudii,J. Kuo,,
169015,Halophila ovalis,Halophila major (Zoll.) Miq.,Halophila,major,(Zoll.) Miq.,,
169015,Halophila ovalis,Halophila okinawensis J. Kuo,Halophila,okinawensis,J. Kuo,,
169015,Halophila ovalis,Caulinia ovalis R.Br.,Caulinia,ovalis,R.Br.,,
169042,Cyanotis axillaris,Commelina axillaris L.,Commelina,axillaris,L.,,
169045,Limnophila aromatica,Limnophila hirsuta Heyne ex Bentham,Limnophila,hirsuta,Heyne ex Bentham,,
169045,Limnophila aromatica,Limnophila chinensis (Osbeck) Merr. ssp. clarkei (Haines) Murti & Panigrahi,Limnophila,chinensis,(Osbeck) Merr.,subspecies,(Haines) Murti & Panigrahi
169045,Limnophila aromatica,Limnophila chinensis (Osbeck) Merr. ssp. scaberrima (S.Kutz) Thothathri,Limnophila,chinensis,(Osbeck) Merr.,subspecies,(S.Kutz) Thothathri
169045,Limnophila aromatica,Limnophila verticillata Yamazaki,Limnophila,verticillata,Yamazaki,,
169045,Limnophila aromatica,Ambulia aromatica Lam.,Ambulia,aromatica,Lam.,,
176949,Persicaria dichotoma,Persicaria peduncularis (Wall. ex Meisn.) Nemoto,Persicaria,peduncularis,(Wall. ex Meisn.) Nemoto,,
176949,Persicaria dichotoma,Polygonum dichotomum Blume,Polygonum,dichotomum,Blume,,
177280,Pogonatherum paniceum,Saccharum paniceum Lam.,Saccharum,paniceum,Lam.,,
177280,Pogonatherum paniceum,Pogonatherum saccharoideum Beauv.,Pogonatherum,saccharoideum,Beauv.,,
177376,Nitella myriotricha,Nitella myriotricha A.Braun ex Kützing ssp. acuminata D.Subramanian,Nitella,myriotricha,A.Braun ex Kützing,subspecies,D.Subramanian
177402,Pogostemon stellatus,Mentha stellata Lour.,Mentha,stellata,Lour.,,
177402,Pogostemon stellatus,Dysophylla stellata (Lour.) Bth. ,Dysophylla,stellata,(Lour.) Bth. ,,
177402,Pogostemon stellatus,"Eusteralis stellata (Lour.) Murata, comb. nov.",Eusteralis,stellata,"(Lour.) Murata, comb. nov.",,
177402,Pogostemon stellatus,Dysophylla verticillata Benth.,Dysophylla,verticillata,Benth.,,
194034,Monochoria cyanea,Limnostachys cyanea F.Muell.,Limnostachys,cyanea,F.Muell.,,
194037,Sparganium subglobosum,Sparganium angustifolium R.Br.,Sparganium,angustifolium,R.Br.,,
194037,Sparganium subglobosum,Sparganium antipodum  Graebn.,Sparganium,antipodum ,Graebn.,,
194037,Sparganium subglobosum,Sparganium nipponicum Makino,Sparganium,nipponicum,Makino,,
194754,Typhonium flagelliforme,Arum flagelliforme Lodd.,Arum,flagelliforme,Lodd.,,
194754,Typhonium flagelliforme,Heterostalis flagelliformis (Lodd.) Schott.,Heterostalis,flagelliformis,(Lodd.) Schott.,,
199692,Hanguana malayana,Veratrum malayanum Jack,Veratrum,malayanum,Jack,,
199692,Hanguana malayana,Veratronia malayana (Jack) Miq.,Veratronia,malayana,(Jack) Miq.,,
199692,Hanguana malayana,Susum malayanum (Jack) Planch. ex Hook.f.,Susum,malayanum,(Jack) Planch. ex Hook.f.,,
199692,Hanguana malayana,Susum anthelminthicum Blume,Susum,anthelminthicum,Blume,,
199692,Hanguana malayana,Susum minus Miq.,Susum,minus,Miq.,,
199692,Hanguana malayana,Hanguana aquatica Kaneh.,Hanguana,aquatica,Kaneh.,,
199692,Hanguana malayana,Hanguana anthelminthica (Blume) Masam.,Hanguana,anthelminthica,(Blume) Masam.,,
199692,Hanguana malayana,Hanguana malayana  (Jack) Merr. ssp. anthelminthica (Blume) Backer,Hanguana,malayana ,(Jack) Merr.,subspecies,(Blume) Backer
199692,Hanguana malayana,Hanguana malayana (Jack) Merr. ssp. anthelminthica (Blume) Bakh.,Hanguana,malayana,(Jack) Merr.,subspecies,(Blume) Bakh.
199701,Dentella repens,Oldenlandia repens L.,Oldenlandia,repens,L.,,
199701,Dentella repens,Hedyotis repens (L.) Lam.,Hedyotis,repens,(L.) Lam.,,
199827,Najas tenuifolia,Najas graminea Delile ssp. tenuifolia (R.Br.) A.Braun,Najas,graminea,Delile,subspecies,(R.Br.) A.Braun
199827,Najas tenuifolia,Najas pseudograminea W.Koch,Najas,pseudograminea,W.Koch,,
38575,Hedyscepe canterburyana,Kentia canterburyana C.Moore & F.Muell.,Kentia,canterburyana,C.Moore & F.Muell.,,
38576,Howea belmoreana,Kentia belmoreana C.Moore & F.Muell.,Kentia,belmoreana,C.Moore & F.Muell.,,
38577,Howea forsteriana,Kentia forsteriana F.Muell.,Kentia,forsteriana,F.Muell.,,
38615,Normanbya normanbyi,Cocos normanbyi W.Hill,Cocos,normanbyi,W.Hill,,
39247,Ambuchanania leucobryoides,"Sphagnum leucobryoides T.Yamag., Seppelt & Z.Iwats.",Sphagnum,leucobryoides,"T.Yamag., Seppelt & Z.Iwats.",,
42035,Cycas media,Cycas gracilis Miq.,Cycas,gracilis,Miq.,,
42035,Cycas media,Cycas gracilis Miq. var. glauca Regel,Cycas,gracilis,Miq.,variety,Regel
42035,Cycas media,Cycas gracilis Miq. var. viridis Regel,Cycas,gracilis,Miq.,variety,Regel
42035,Cycas media,Cycas kennedyana F.Muell.,Cycas,kennedyana,F.Muell.,,
42035,Cycas media,Cycas normanbyana F.Muell.,Cycas,normanbyana,F.Muell.,,
43993,Vanvoorstia bennettiana,"Claudea bennettiana Harvey, 1859",Claudea,bennettiana,"Harvey, 1859",,
43993,Vanvoorstia bennettiana,"Sonderia bennettiana (Harvey) Müller ex J.Agardh, 1890",Sonderia,bennettiana,"(Harvey) Müller ex J.Agardh, 1890",,
13490853,Ischaemum polystachyum,Ischaemum nilagiricum Hack.,Ischaemum,nilagiricum,Hack.,,
202961,Nerium oleander,Nerion  oleandrum  St.-Lag.,Nerion ,oleandrum ,St.-Lag.,,
164234,Isolepis setacea,Scirpus setaceus L.,Scirpus,setaceus,L.,,
164234,Isolepis setacea,Schoenoplectus setaceus (L.) Palla,Schoenoplectus,setaceus,(L.) Palla,,
164337,Polypogon viridis,Agrostis viridis Gouan,Agrostis,viridis,Gouan,,
164337,Polypogon viridis,Agrostis semiverticillata (Forssk.) C.Chr.,Agrostis,semiverticillata,(Forssk.) C.Chr.,,
164337,Polypogon viridis,Polypogon semiverticillatus (Forssk.) Hyl.,Polypogon,semiverticillatus,(Forssk.) Hyl.,,
164337,Polypogon viridis,Phalaris semiverticillata Forssk.,Phalaris,semiverticillata,Forssk.,,
164337,Polypogon viridis,Agrostis verticillata Vill.,Agrostis,verticillata,Vill.,,
164352,Ludwigia palustris,Isnardia palustris L.,Isnardia,palustris,L.,,
164203,Apium graveolens,Apium  lobatum  Gilib.,Apium, lobatum ,Gilib.,,
164203,Apium graveolens,Apium  celleri  Gaertn.,Apium ,celleri ,Gaertn.,,
164203,Apium graveolens,Apium  decumbens  Eckl. & Zeyh.,Apium ,decumbens ,Eckl. & Zeyh.,,
164203,Apium graveolens,Apium  dulce  Mill.,Apium, dulce ,Mill.,,
164203,Apium graveolens,Apium  graveolens var. bashmensis  Hosni,Apium ,graveolens var. bashmensis ,Hosni,,
164203,Apium graveolens,Apium  graveolens var. butronensis  D.Gómez & G.Monts.,Apium, graveolens var. butronensis, D.Gómez & G.Monts.,,
164203,Apium graveolens,Apium  graveolens subsp. butronensis 	 (D.Gómez & G.Monts.) Aizpuru,Apium, graveolens subsp. butronensis 	,(D.Gómez & G.Monts.) Aizpuru,,
164203,Apium graveolens,Apium  graveolens var. dulce  (Mill.) DC.,Apium ,graveolens var. dulce ,(Mill.) DC.,,
164203,Apium graveolens,Apium  graveolens var. lusitanicum  (Mill.) DC.,Apium ,graveolens var. lusitanicum ,(Mill.) DC.,,
164203,Apium graveolens,Apium  graveolens f. lusitanicum  (Mill.) J.Helm,Apium ,graveolens f. lusitanicum ,(Mill.) J.Helm,,
164203,Apium graveolens,Apium  graveolens var. maritimum  Dumort.,Apium, graveolens var. maritimum ,Dumort.,,
164203,Apium graveolens,Apium  integrilobum  Hayata,Apium, integrilobum ,Hayata,,
164203,Apium graveolens,Apium  lusitanicum  Mill.,Apium, lusitanicum ,Mill.,,
164203,Apium graveolens,Apium  maritimum  Salisb.,Apium ,maritimum ,Salisb.,,
164203,Apium graveolens,Apium  palustre  Thore,Apium, palustre ,Thore,,
164203,Apium graveolens,Apium  rapaceum  Mill.,Apium, rapaceum ,Mill.,,
164203,Apium graveolens,Apium  vulgare  Bubani,Apium ,vulgare ,Bubani,,
164203,Apium graveolens,Carum  graveolens  (L.) Koso-Pol.,Carum ,graveolens ,(L.) Koso-Pol.,,
164203,Apium graveolens,Celeria  graveolens  (L.) Britton,Celeria ,graveolens, (L.) Britton,,
164203,Apium graveolens,Selinum  graveolens  Krause,Selinum ,graveolens ,Krause,,
164203,Apium graveolens,Seseli  graveolens  Scop.,Seseli ,graveolens, Scop.,,
164203,Apium graveolens,Sium  apium  Roth,Sium ,apium ,Roth,,
164203,Apium graveolens,Sium  graveolens  Vest,Sium ,graveolens ,Vest,,
202950,Centaurium erythraea,Centaurium latifolium (Sm.) Druce,Centaurium,latifolium,(Sm.) Druce,,
202950,Centaurium erythraea,Erythraea centaurium (L.) Pers.,Erythraea,centaurium,(L.) Pers.,,
18153775,Microcachrys tetragona,Athrotaxis tetragona Hook.,Athrotaxis,tetragona,Hook.,,
18435618,Aleurites moluccanus,Aleurites  moluccana (L.) Willd.,Aleurites ,moluccana,(L.) Willd.,,
18435618,Aleurites moluccanus,Jatropha moluccana L.,Jatropha,moluccana,L.,,
18435806,Acacia longifolia,Mimosa longifolia Andrews,Mimosa,longifolia,Andrews,,
18435916,Albizia lebbeck,Acacia lebbeck (L.) Willd.,Acacia,lebbeck,(L.) Willd.,,
18435916,Albizia lebbeck,Acacia macrophylla Bunge,Acacia,macrophylla,Bunge,,
18435916,Albizia lebbeck,Acacia seeressa Roxb. ex Steud.,Acacia,seeressa,Roxb. ex Steud.,,
18435916,Albizia lebbeck,Inga borbonica Hassk.,Inga,borbonica,Hassk.,,
18435916,Albizia lebbeck,Inga leucoxylon Hassk.,Inga,leucoxylon,Hassk.,,
18435916,Albizia lebbeck,Mimosa flexuosa Rottler ex Wight & Arn.,Mimosa,flexuosa,Rottler ex Wight & Arn.,,
18435916,Albizia lebbeck,Mimosa seeressa Steud.,Mimosa,seeressa,Steud.,,
18435916,Albizia lebbeck,Mimosa lebbeck L.,Mimosa,lebbeck,L.,,
18435916,Albizia lebbeck,Acacia speciosa (Jacq.) Willd.,Acacia,speciosa,(Jacq.) Willd.,,
18435916,Albizia lebbeck,Albizia latifolia Boivin,Albizia,latifolia,Boivin,,
18435916,Albizia lebbeck,Albizia speciosa (Jacq.) Benth.,Albizia,speciosa,(Jacq.) Benth.,,
18435916,Albizia lebbeck,Feuilleea lebbeck (L.) Kuntze,Feuilleea,lebbeck,(L.) Kuntze,,
